trip_id,weather_condition,bus_type,traffic_level,route_distance_km,stops_count,passenger_count,driver_experience_years,scheduled_start_hour,delay_level,trip_duration_minutes
TRIP209264,Clear,Mini Bus,Moderate,8.43,9,19,1.30,23,On Time,31.57
TRIP205686,Clear,Express,Moderate,17.19,13,14,3.75,22,On Time,69.42
TRIP206208,,Standard,Low,13.25,16,32,0.70,10,Moderate Delay,52.87
TRIP207267,Foggy,,High,4.49,3,27,3.18,18,Severe Delay,40.79
TRIP202693,,Mini Bus,High,16.29,18,15,18.00,15,Severe Delay,95.04
TRIP207447,Clear,Mini Bus,Low,3.28,3,11,1.16,12,On Time,12.00
TRIP200193,Clear,Express,High,4.44,5,37,4.73,17,On Time,22.80
TRIP208840,Rainy,Express,Low,12.96,16,20,3.79,7,Moderate Delay,53.64
TRIP200462,Rainy,Express,Moderate,7.28,10,35,0.96,10,Moderate Delay,31.48
TRIP201996,Windy,Express,Moderate,17.22,18,18,5.41,19,Moderate Delay,75.27
TRIP204084,Clear,Standard,High,6.81,4,44,5.92,21,Moderate Delay,47.11
TRIP200781,Rainy,Standard,Moderate,11.00,9,20,3.33,6,Moderate Delay,47.45
TRIP203681,Foggy,Standard,Moderate,9.53,11,32,,10,On Time,42.32
TRIP205810,Rainy,Standard,High,19.89,19,38,4.46,20,Severe Delay,143.14
TRIP205586,Rainy,Standard,Moderate,7.04,12,23,3.07,10,On Time,43.80
TRIP200734,Clear,Mini Bus,Low,7.58,7,26,3.83,15,On Time,28.57
TRIP203257,Windy,Mini Bus,Moderate,12.93,12,7,2.98,10,Moderate Delay,59.94
TRIP207547,Clear,Standard,High,6.56,6,29,14.95,14,On Time,29.01
TRIP208792,Clear,Standard,Severe,14.58,17,47,9.66,9,Severe Delay,108.68
TRIP207683,Rainy,Mini Bus,High,2.00,3,9,1.66,5,Severe Delay,32.87
TRIP201750,Clear,Mini Bus,Moderate,6.41,4,16,1.91,15,Moderate Delay,35.07
TRIP202090,Clear,Mini Bus,Moderate,13.07,11,34,5.18,7,Moderate Delay,58.51
TRIP207993,Clear,Standard,High,7.38,7,31,5.20,14,Moderate Delay,46.32
TRIP205042,Clear,Standard,High,20.71,23,29,3.26,22,Severe Delay,134.93
TRIP202371,Clear,Standard,Moderate,11.25,13,35,7.80,22,On Time,53.39
TRIP207507,Rainy,Standard,Low,9.71,7,25,9.95,5,On Time,42.14
TRIP207007,Rainy,Express,Low,6.86,8,34,11.09,10,On Time,21.31
TRIP208857,Clear,Express,High,11.51,14,9,8.44,11,On Time,42.96
TRIP208464,Clear,Express,Moderate,3.54,4,20,4.53,10,On Time,14.80
TRIP208865,Rainy,Standard,High,13.87,18,37,2.15,9,Severe Delay,103.96
TRIP200525,Clear,Express,Severe,17.38,23,32,3.73,9,Severe Delay,123.40
TRIP200975,Windy,Express,High,6.36,4,27,,15,On Time,17.91
TRIP202607,Clear,Standard,Moderate,6.24,7,36,7.30,16,Moderate Delay,34.08
TRIP206463,Clear,Mini Bus,Low,6.57,9,31,2.43,19,On Time,42.34
TRIP209295,Clear,Standard,Moderate,4.38,3,19,11.97,5,On Time,23.65
TRIP204531,Foggy,Standard,High,8.95,10,25,5.00,5,Moderate Delay,71.17
TRIP209785,Clear,Mini Bus,Severe,10.92,8,16,7.04,21,Moderate Delay,73.80
TRIP201466,Clear,Standard,Low,16.26,15,46,7.10,18,Moderate Delay,82.06
TRIP208560,Clear,Express,Moderate,20.12,24,34,8.56,17,Severe Delay,92.68
TRIP207341,Clear,Express,Moderate,12.06,16,19,2.10,13,On Time,34.04
TRIP200922,Clear,Mini Bus,Moderate,4.20,5,17,2.29,22,Moderate Delay,18.58
TRIP204787,Clear,Mini Bus,High,10.33,13,38,8.87,19,Severe Delay,56.68
TRIP202189,Rainy,Standard,High,4.24,5,25,4.75,20,Severe Delay,44.65
TRIP201189,Clear,Standard,High,8.68,8,42,9.54,14,On Time,48.82
TRIP205464,Rainy,Standard,Moderate,25.39,24,36,9.77,12,Severe Delay,147.91
TRIP201823,Clear,Standard,Low,6.23,5,44,6.73,14,On Time,30.18
TRIP209287,Clear,Standard,Moderate,5.74,9,41,18.00,15,On Time,37.15
TRIP206866,Clear,Standard,Moderate,3.38,3,24,16.95,15,On Time,12.00
TRIP203404,Windy,Mini Bus,High,3.53,3,13,4.21,20,On Time,26.11
TRIP209237,Clear,Standard,Moderate,24.46,24,38,16.49,7,Severe Delay,128.43
TRIP208603,Clear,Express,Moderate,12.97,17,32,3.18,9,Moderate Delay,61.04
TRIP202703,Clear,Express,Moderate,10.23,7,45,1.36,19,Severe Delay,32.27
TRIP203643,Windy,Standard,High,10.97,11,34,3.68,15,Moderate Delay,62.57
TRIP208777,,Express,Moderate,15.48,17,34,2.59,20,On Time,67.92
TRIP205902,Clear,Standard,Moderate,9.16,9,26,3.81,21,On Time,40.61
TRIP205443,Rainy,Express,High,11.67,13,21,3.33,21,Severe Delay,77.43
TRIP204426,Clear,Standard,High,14.43,13,44,4.54,10,Moderate Delay,79.26
TRIP200006,Clear,Standard,Severe,5.15,3,46,3.97,19,Severe Delay,36.24
TRIP209113,Rainy,Standard,High,7.46,8,16,8.19,21,Moderate Delay,52.04
TRIP205458,Clear,Mini Bus,Moderate,16.31,15,7,5.99,15,On Time,78.17
TRIP204127,Clear,Express,High,31.48,32,28,3.32,16,Severe Delay,180.00
TRIP208230,Rainy,Standard,Moderate,23.38,21,19,3.51,23,Moderate Delay,125.13
TRIP208570,Rainy,Standard,High,21.71,24,55,2.80,19,Severe Delay,167.09
TRIP206406,Foggy,Standard,Low,10.90,13,28,6.61,5,On Time,60.56
TRIP202727,Clear,Standard,High,7.86,7,28,8.56,10,Moderate Delay,34.46
TRIP203361,Clear,Standard,Severe,9.45,12,44,0.68,8,Severe Delay,81.53
TRIP208011,Clear,Standard,Moderate,13.69,14,38,10.09,21,On Time,69.85
TRIP205373,Rainy,Standard,Moderate,3.53,3,42,4.89,8,Severe Delay,32.21
TRIP201103,Clear,Express,Severe,14.49,17,25,8.84,21,Moderate Delay,91.66
TRIP207856,Windy,Express,High,16.34,19,37,4.05,18,Severe Delay,86.62
TRIP200633,Rainy,Mini Bus,Moderate,12.72,12,12,4.82,21,On Time,66.07
TRIP208662,Clear,Standard,Moderate,11.26,11,29,10.52,11,On Time,48.22
TRIP201693,Clear,Mini Bus,Low,8.53,10,30,1.13,8,Moderate Delay,38.75
TRIP204013,Foggy,Standard,High,7.57,9,27,4.93,6,Severe Delay,56.79
TRIP209008,Rainy,,High,16.67,18,44,0.97,9,Severe Delay,114.94
TRIP206308,Clear,Express,Low,12.03,14,36,15.98,8,On Time,36.10
TRIP201346,Rainy,Standard,Moderate,20.72,22,40,11.73,14,Moderate Delay,115.61
TRIP206619,Clear,Mini Bus,High,11.68,12,15,2.12,23,Severe Delay,77.85
TRIP209231,Clear,Express,High,3.25,3,45,6.65,16,Moderate Delay,24.95
TRIP202123,Clear,Express,Moderate,12.92,15,36,6.23,18,Moderate Delay,49.72
TRIP205098,Windy,Mini Bus,Low,10.14,17,15,8.63,15,On Time,51.79
TRIP206345,Clear,,High,5.57,5,21,4.28,20,On Time,38.01
TRIP200961,Rainy,,High,5.00,3,43,2.57,12,Severe Delay,42.70
TRIP203545,Clear,Express,Low,17.68,18,13,6.36,15,On Time,56.43
TRIP205905,Clear,Standard,Moderate,8.93,9,26,2.76,14,Moderate Delay,43.29
TRIP209243,Clear,Standard,High,3.55,5,,5.10,6,On Time,30.60
TRIP208620,Foggy,Mini Bus,High,18.80,21,31,6.58,19,Severe Delay,140.25
TRIP202968,Clear,Standard,Severe,9.26,9,29,0.89,21,Moderate Delay,67.69
TRIP203715,Rainy,Express,High,9.91,11,29,4.23,23,Moderate Delay,58.84
TRIP206084,Clear,Standard,Low,9.50,9,46,6.03,16,Moderate Delay,42.33
TRIP208099,Clear,Standard,Severe,9.37,7,49,3.05,7,Severe Delay,61.20
TRIP202471,Clear,Standard,Severe,7.27,11,14,2.67,21,Moderate Delay,50.35
TRIP208165,Rainy,Mini Bus,Moderate,17.74,18,45,3.14,9,Severe Delay,107.98
TRIP200997,Clear,Mini Bus,Moderate,7.89,3,14,2.82,11,On Time,32.11
TRIP207469,Foggy,Mini Bus,Moderate,4.44,5,17,7.42,23,On Time,40.58
TRIP204495,Clear,Standard,Moderate,16.64,16,40,13.51,23,Moderate Delay,81.47
TRIP205740,Windy,Standard,Low,5.17,5,35,6.84,20,On Time,28.29
TRIP201620,Clear,Standard,High,16.45,19,63,5.55,19,Severe Delay,101.41
TRIP208142,Clear,Express,Severe,6.00,3,8,2.88,11,Moderate Delay,36.78
TRIP201633,Clear,Standard,Severe,8.90,8,57,9.65,17,Severe Delay,75.37
TRIP203330,Rainy,Mini Bus,Severe,8.20,8,8,16.33,11,Moderate Delay,73.39
TRIP205069,Windy,Mini Bus,High,11.61,14,27,4.84,16,Severe Delay,75.47
TRIP209608,Rainy,Standard,Moderate,10.10,8,35,5.29,15,On Time,48.96
TRIP204346,Windy,Mini Bus,High,3.04,6,27,4.11,12,Moderate Delay,32.50
TRIP201242,Clear,Standard,High,9.21,10,32,3.75,11,Moderate Delay,57.59
TRIP203176,Clear,Express,Moderate,5.35,10,30,9.79,7,On Time,23.82
TRIP200206,Rainy,Standard,Severe,18.09,23,23,16.52,14,Severe Delay,157.58
TRIP202329,Clear,Standard,High,10.83,13,53,7.99,16,Severe Delay,71.69
TRIP200864,Clear,Standard,Low,13.91,14,55,3.71,18,Severe Delay,65.39
TRIP203383,Clear,Standard,Moderate,2.65,3,46,8.29,6,On Time,21.24
TRIP204623,Clear,Standard,Severe,4.77,5,43,5.04,9,Moderate Delay,36.69
TRIP203767,Windy,Express,Moderate,5.07,7,5,11.19,12,On Time,17.92
TRIP208637,Clear,Standard,Moderate,8.43,7,35,6.99,21,On Time,30.43
TRIP204720,Rainy,Standard,High,20.69,20,27,1.01,11,Severe Delay,143.80
TRIP207356,Clear,Standard,Moderate,9.51,11,34,3.18,19,Moderate Delay,50.03
TRIP203571,Rainy,Standard,Moderate,,13,65,3.33,15,Severe Delay,62.45
TRIP206021,Clear,Standard,Moderate,6.59,7,32,4.67,15,On Time,31.04
TRIP205295,Windy,Standard,Severe,4.16,4,41,11.51,17,Severe Delay,38.00
TRIP209610,Windy,Mini Bus,Moderate,13.15,13,3,5.36,9,Moderate Delay,74.61
TRIP201237,Rainy,Standard,High,23.08,22,38,5.68,9,Severe Delay,162.42
TRIP207383,Windy,Express,Moderate,7.41,11,,3.17,16,On Time,29.13
TRIP206101,,Standard,Moderate,8.52,6,36,12.07,15,On Time,36.98
TRIP209350,Clear,Standard,Moderate,6.97,13,30,8.20,21,Moderate Delay,32.43
TRIP201705,Rainy,Mini Bus,High,5.64,6,29,5.76,9,Severe Delay,56.26
TRIP200876,Clear,Standard,Moderate,17.31,21,37,12.84,13,Moderate Delay,81.21
TRIP200576,Clear,Express,Moderate,15.60,14,3,2.91,13,On Time,59.50
TRIP202585,Clear,Standard,Moderate,8.26,10,35,7.32,14,On Time,35.50
TRIP201269,Clear,Mini Bus,High,9.54,11,18,3.91,6,Moderate Delay,69.04
TRIP200253,Clear,Standard,Moderate,15.25,16,34,5.82,22,On Time,75.89
TRIP205085,Windy,Standard,Moderate,16.58,14,32,2.67,11,On Time,78.50
TRIP209291,Rainy,Express,High,8.79,13,12,6.14,14,Moderate Delay,55.50
TRIP203743,Rainy,Mini Bus,Low,19.09,22,31,11.68,18,Moderate Delay,96.84
TRIP203292,Clear,Mini Bus,Moderate,8.72,9,19,5.94,5,On Time,43.76
TRIP209845,Clear,Standard,Severe,7.44,10,47,10.21,22,Moderate Delay,57.46
TRIP208948,Windy,Standard,High,13.50,13,45,7.58,7,Severe Delay,86.92
TRIP203978,Clear,Standard,Severe,6.72,9,39,2.37,6,Moderate Delay,45.11
TRIP207813,Windy,Mini Bus,Moderate,3.71,3,41,1.58,9,Moderate Delay,28.47
TRIP206173,Clear,Mini Bus,Moderate,16.86,18,,5.29,8,Severe Delay,95.61
TRIP209518,Clear,Mini Bus,Low,4.05,5,35,2.39,17,Moderate Delay,28.39
TRIP207811,Clear,Mini Bus,Moderate,6.96,4,27,7.97,9,On Time,47.83
TRIP202089,Rainy,Standard,Low,8.13,7,29,3.73,23,On Time,40.97
TRIP207014,Clear,Standard,Moderate,13.20,11,26,8.84,23,On Time,58.89
TRIP208757,Clear,Standard,Moderate,4.28,6,55,1.83,7,Severe Delay,40.37
TRIP207120,Rainy,Standard,Moderate,10.51,11,25,7.42,12,Moderate Delay,64.58
TRIP201058,Clear,Standard,Moderate,2.83,3,40,1.25,23,On Time,15.45
TRIP209828,Clear,Mini Bus,Moderate,12.39,14,23,12.45,9,Severe Delay,63.40
TRIP205223,Clear,Standard,Severe,5.63,4,14,7.02,10,On Time,42.81
TRIP207397,Clear,Mini Bus,Moderate,18.72,21,23,4.18,15,On Time,102.73
TRIP200268,Clear,Standard,Low,7.64,6,39,1.65,11,On Time,17.17
TRIP207048,Clear,Standard,Low,12.58,13,41,2.45,13,On Time,54.85
TRIP200312,Windy,Standard,Severe,9.61,11,40,5.38,19,Severe Delay,74.94
TRIP203497,Rainy,Mini Bus,Moderate,9.83,9,17,6.08,6,Moderate Delay,60.51
TRIP209434,Rainy,Standard,Low,14.60,14,26,2.21,5,Moderate Delay,67.34
TRIP207522,Clear,Mini Bus,Severe,4.24,7,34,3.08,7,Severe Delay,35.37
TRIP208903,Rainy,Mini Bus,Moderate,6.76,7,25,6.35,10,Moderate Delay,45.13
TRIP203640,Clear,Express,High,8.39,11,24,11.29,18,Moderate Delay,42.68
TRIP204464,Clear,Standard,High,16.45,20,32,6.86,8,Severe Delay,109.58
TRIP208565,Clear,Standard,Moderate,13.34,11,37,4.69,9,Moderate Delay,64.57
TRIP200650,Windy,Standard,Moderate,22.15,27,34,7.11,15,Moderate Delay,132.50
TRIP200275,Windy,Express,High,12.01,12,25,9.89,18,Moderate Delay,63.78
TRIP203998,Clear,Standard,High,4.41,4,35,5.75,16,Moderate Delay,37.83
TRIP204375,Windy,Mini Bus,High,4.44,3,41,4.92,19,Severe Delay,49.82
TRIP207940,Clear,Standard,High,7.98,10,35,11.30,17,Moderate Delay,51.49
TRIP207946,,Standard,Moderate,5.29,10,40,,13,On Time,28.57
TRIP204171,,Express,Moderate,9.70,10,19,11.84,11,On Time,33.42
TRIP207318,Foggy,Standard,High,7.23,8,33,2.15,12,Moderate Delay,58.29
TRIP200137,,Standard,High,10.13,12,30,2.76,10,Moderate Delay,66.41
TRIP206683,Windy,Standard,High,13.73,14,32,10.19,11,Moderate Delay,84.52
TRIP200293,,Mini Bus,Moderate,2.12,3,27,8.26,23,On Time,29.37
TRIP202059,Rainy,Mini Bus,Moderate,3.60,5,21,2.06,8,Moderate Delay,37.32
TRIP206052,Clear,Standard,High,15.62,17,24,2.70,13,Moderate Delay,90.52
TRIP201041,Clear,Standard,High,13.68,17,27,4.47,22,Moderate Delay,80.00
TRIP200354,Rainy,Express,Moderate,15.37,17,35,2.88,20,Severe Delay,70.97
TRIP201156,Rainy,Express,High,14.22,14,38,5.78,10,Moderate Delay,79.03
TRIP207869,Windy,Standard,High,7.35,10,43,7.75,5,On Time,38.97
TRIP204962,Clear,Standard,Moderate,22.40,25,29,3.04,13,Severe Delay,127.88
TRIP200904,Clear,Express,High,12.40,13,52,4.75,9,Severe Delay,68.43
TRIP205765,Clear,Standard,Moderate,5.96,5,26,6.11,15,On Time,27.44
TRIP208194,Windy,Express,Low,14.04,9,37,2.24,16,Moderate Delay,63.07
TRIP202020,Clear,Mini Bus,Low,5.10,9,25,6.51,21,On Time,16.87
TRIP207702,Rainy,Standard,Moderate,18.89,21,31,6.41,13,Moderate Delay,91.57
TRIP200826,Clear,Standard,High,11.62,12,40,4.70,6,Moderate Delay,65.10
TRIP202392,Clear,Standard,Moderate,,15,40,4.06,18,Moderate Delay,65.31
TRIP208602,Clear,Express,Low,5.01,6,13,7.20,6,On Time,12.00
TRIP208319,Rainy,Standard,Low,8.44,9,51,16.65,16,On Time,47.23
TRIP200769,Rainy,Express,Moderate,11.43,9,28,1.32,7,Severe Delay,48.83
TRIP200832,Rainy,Standard,Low,13.37,15,46,7.43,9,Severe Delay,70.13
TRIP204836,Clear,Express,High,6.64,8,8,6.53,22,On Time,26.85
TRIP202166,Clear,Standard,Low,4.18,3,29,2.40,15,On Time,16.59
TRIP206836,Rainy,Standard,Low,9.47,12,53,5.25,18,Severe Delay,42.18
TRIP200515,Windy,Standard,High,2.19,3,34,4.92,8,Moderate Delay,28.23
TRIP206668,Clear,Standard,Moderate,7.12,8,22,4.33,23,On Time,28.64
TRIP207668,Rainy,Standard,High,8.85,7,48,,16,Severe Delay,70.45
TRIP204313,Clear,Standard,Severe,14.81,19,34,4.73,23,Moderate Delay,104.76
TRIP205000,Clear,Standard,High,7.17,7,36,5.20,6,On Time,48.55
TRIP201413,Clear,Standard,High,8.51,11,21,2.31,6,Moderate Delay,55.74
TRIP203644,Clear,Standard,High,6.63,3,39,11.56,10,On Time,33.98
TRIP203927,Foggy,Standard,Low,18.52,20,48,5.43,11,Moderate Delay,81.28
TRIP206437,Windy,Express,High,12.86,15,32,3.74,19,Severe Delay,62.96
TRIP208746,Rainy,Standard,Low,12.02,13,31,5.80,23,On Time,52.78
TRIP205025,Clear,Standard,High,4.92,3,33,4.74,6,On Time,30.29
TRIP203418,Windy,Standard,Severe,11.13,8,30,2.51,20,Moderate Delay,79.43
TRIP202880,Windy,Standard,Moderate,6.20,5,30,1.66,8,Moderate Delay,43.86
TRIP201140,Clear,Standard,Moderate,5.22,5,46,3.69,14,On Time,28.07
TRIP204670,Rainy,Mini Bus,Severe,12.05,14,7,10.57,15,Severe Delay,84.96
TRIP204095,Clear,Mini Bus,High,11.66,9,42,14.84,7,Severe Delay,68.74
TRIP209077,Clear,Express,Severe,7.49,8,15,9.66,11,On Time,46.73
TRIP206815,Clear,Standard,Low,9.70,8,61,14.14,23,On Time,33.57
TRIP205039,Clear,Express,High,14.98,17,42,13.90,17,Severe Delay,78.23
TRIP208534,Rainy,Standard,Moderate,18.48,21,29,12.46,5,Severe Delay,95.37
TRIP201945,Windy,Mini Bus,Low,6.06,9,29,6.29,12,On Time,30.32
TRIP206806,Clear,Express,Severe,10.57,11,26,12.42,23,Moderate Delay,62.64
TRIP204505,Windy,Standard,Moderate,4.17,3,39,11.63,23,On Time,36.30
TRIP205730,Rainy,Standard,High,4.84,7,33,5.93,21,Moderate Delay,49.02
TRIP204656,Clear,Mini Bus,Moderate,8.12,9,33,6.03,11,On Time,44.75
TRIP209774,Clear,Standard,Moderate,5.44,8,40,1.08,13,Moderate Delay,20.12
TRIP200928,Clear,Standard,Moderate,12.13,17,38,1.07,10,Severe Delay,52.52
TRIP203727,Clear,Standard,High,13.01,13,30,1.89,21,Moderate Delay,73.12
TRIP203946,Clear,Standard,High,4.71,3,50,7.30,9,Severe Delay,31.52
TRIP206652,Rainy,Standard,Moderate,3.41,7,49,2.74,11,Severe Delay,36.87
TRIP207096,Clear,Standard,High,16.73,18,28,6.39,18,Severe Delay,108.17
TRIP204815,Rainy,Standard,Severe,7.15,6,42,14.98,11,Severe Delay,56.16
TRIP204811,,Express,High,9.64,10,3,5.70,5,On Time,55.50
TRIP206703,Clear,Mini Bus,Severe,20.91,26,13,18.00,6,Severe Delay,163.31
TRIP204775,Clear,Standard,High,11.06,15,39,6.20,20,Moderate Delay,71.17
TRIP208645,Foggy,Mini Bus,Moderate,9.86,12,23,15.15,20,On Time,55.76
TRIP207818,Clear,Mini Bus,Low,9.98,14,25,8.53,20,On Time,44.39
TRIP209014,Clear,Standard,Moderate,8.60,10,42,4.93,10,On Time,48.95
TRIP207982,Clear,Express,Moderate,13.64,16,16,3.21,11,On Time,49.70
TRIP207385,Clear,Standard,Severe,22.92,25,36,5.34,23,Severe Delay,174.49
TRIP204688,Windy,Standard,Moderate,16.46,18,38,0.94,13,Moderate Delay,81.07
TRIP205865,Clear,Standard,Moderate,12.19,14,,5.43,8,Severe Delay,67.61
TRIP209671,Clear,Standard,Moderate,5.57,5,29,5.14,5,On Time,28.41
TRIP202804,Clear,Standard,Severe,9.73,12,42,5.37,12,Moderate Delay,62.59
TRIP209283,Clear,Standard,Low,15.96,14,42,13.34,14,On Time,59.74
TRIP200829,Clear,Mini Bus,Moderate,16.93,23,32,7.04,18,Severe Delay,92.54
TRIP202014,Rainy,Express,High,5.21,3,14,2.07,21,Moderate Delay,36.89
TRIP208312,Windy,Standard,Moderate,4.95,4,39,,13,On Time,29.00
TRIP201226,Rainy,Express,High,25.40,24,32,2.00,19,Severe Delay,165.60
TRIP207623,Clear,Standard,Low,5.67,3,45,10.08,19,Moderate Delay,18.99
TRIP202012,Foggy,Standard,Severe,4.74,4,22,1.53,22,Severe Delay,47.49
TRIP207912,Clear,Express,High,17.64,19,26,9.61,21,Moderate Delay,92.55
TRIP206521,Rainy,Standard,Moderate,3.31,7,14,2.31,21,On Time,24.17
TRIP202774,Clear,Standard,Moderate,6.34,3,48,18.00,16,Moderate Delay,25.28
TRIP203563,Rainy,Standard,Low,24.17,28,37,9.30,23,Severe Delay,122.05
TRIP206102,Clear,Standard,Severe,7.70,6,50,3.55,14,Moderate Delay,56.44
TRIP205964,Clear,Express,High,13.02,15,18,11.17,5,On Time,59.23
TRIP204638,Windy,Mini Bus,High,8.87,10,15,8.71,10,On Time,50.83
TRIP208816,Foggy,Express,Moderate,2.64,3,27,13.74,16,On Time,24.31
TRIP208012,Clear,Standard,Moderate,10.85,7,38,10.21,19,Moderate Delay,55.95
TRIP208744,Clear,Express,High,11.87,13,26,2.71,12,Moderate Delay,42.18
TRIP200868,Clear,,Low,4.84,9,36,5.46,13,On Time,20.62
TRIP206391,Clear,Express,Low,15.77,16,26,3.86,12,On Time,57.93
TRIP204274,Rainy,Standard,High,6.49,11,16,2.25,6,Severe Delay,58.81
TRIP205797,Rainy,Standard,Severe,11.08,12,40,9.45,23,Severe Delay,87.76
TRIP209741,Rainy,Express,High,10.94,11,35,5.57,18,Severe Delay,80.39
TRIP206518,Foggy,Standard,High,9.24,11,47,2.64,7,Severe Delay,64.99
TRIP200609,Clear,Standard,High,13.26,15,41,8.79,8,Moderate Delay,74.02
TRIP204367,Clear,Standard,Moderate,15.11,18,18,3.36,5,Moderate Delay,65.98
TRIP208823,Clear,Mini Bus,High,16.37,18,24,9.80,13,Moderate Delay,99.80
TRIP207800,Clear,Standard,Severe,13.20,15,60,5.00,7,Severe Delay,102.01
TRIP202138,Clear,Mini Bus,Severe,16.30,17,41,6.48,16,Severe Delay,125.26
TRIP201098,Rainy,Mini Bus,Moderate,2.89,3,16,9.23,15,On Time,21.19
TRIP206278,Rainy,Standard,High,7.18,7,25,7.18,13,Severe Delay,52.76
TRIP208245,Windy,Standard,High,9.33,10,39,8.64,9,Moderate Delay,71.77
TRIP201265,Rainy,Standard,Moderate,22.10,22,45,4.94,15,Severe Delay,133.16
TRIP207360,Clear,Standard,Severe,3.26,6,33,9.32,10,On Time,33.65
TRIP204690,Clear,Standard,High,17.16,14,34,4.58,18,Severe Delay,105.74
TRIP201551,Clear,Mini Bus,High,12.78,11,22,1.88,19,Severe Delay,71.32
TRIP206371,Windy,Standard,High,7.67,4,47,5.25,23,Moderate Delay,37.99
TRIP209123,Windy,Standard,Low,17.32,18,49,12.46,16,Moderate Delay,81.12
TRIP201120,Clear,Standard,Moderate,16.22,17,28,15.41,22,On Time,76.78
TRIP209329,Foggy,Standard,Severe,12.64,13,28,5.04,8,Severe Delay,99.18
TRIP209791,,Mini Bus,Moderate,4.08,4,12,4.29,12,On Time,25.87
TRIP202710,Rainy,Standard,High,8.46,9,40,5.26,12,Severe Delay,66.81
TRIP206910,Foggy,Mini Bus,Severe,10.27,8,3,18.00,23,Severe Delay,70.68
TRIP205951,Clear,Standard,Severe,14.44,12,37,8.29,17,Severe Delay,103.03
TRIP207891,Clear,Mini Bus,Low,8.62,11,32,18.00,7,On Time,43.99
TRIP208795,Rainy,Express,Low,18.34,20,16,8.39,22,On Time,66.18
TRIP200626,Windy,Express,High,9.37,7,16,8.76,15,On Time,40.98
TRIP203389,Clear,Mini Bus,Low,5.55,7,28,4.54,16,On Time,30.22
TRIP209694,Clear,Standard,High,4.58,4,54,8.03,7,Moderate Delay,43.36
TRIP203877,Clear,Mini Bus,Severe,8.35,7,15,9.09,17,Severe Delay,57.64
TRIP206585,Windy,Standard,High,12.42,13,43,0.99,6,Moderate Delay,82.84
TRIP206470,Rainy,Standard,Moderate,21.17,21,44,1.51,7,Severe Delay,110.79
TRIP207752,Windy,Standard,Moderate,6.69,6,42,5.36,6,On Time,38.39
TRIP204991,Clear,Standard,Severe,14.58,14,28,6.30,13,Moderate Delay,93.23
TRIP203697,Clear,Standard,High,3.96,5,34,8.70,6,On Time,27.50
TRIP201908,Rainy,Standard,Severe,6.12,3,55,13.32,17,Severe Delay,47.15
TRIP200714,Windy,Express,High,6.83,6,23,2.91,11,Moderate Delay,33.60
TRIP209725,Clear,Express,Severe,8.31,13,25,3.31,18,Moderate Delay,57.83
TRIP202564,Clear,Standard,Moderate,9.52,11,30,2.53,15,Moderate Delay,43.05
TRIP205494,Clear,Express,Moderate,17.68,17,24,7.18,10,On Time,72.28
TRIP203309,Clear,Standard,Low,8.69,11,41,4.29,9,On Time,43.88
TRIP205805,Rainy,Mini Bus,Moderate,21.64,26,8,6.61,12,Severe Delay,127.06
TRIP205157,Rainy,Mini Bus,Severe,30.59,29,13,4.52,12,Severe Delay,180.00
TRIP203001,Clear,Standard,High,8.55,9,37,,12,On Time,50.47
TRIP200123,Clear,Standard,High,16.52,21,55,6.09,16,Severe Delay,106.11
TRIP205436,Clear,Mini Bus,Severe,16.20,16,8,3.75,14,Severe Delay,126.15
TRIP200453,Windy,Standard,High,11.89,13,30,16.33,6,Moderate Delay,64.74
TRIP205102,Rainy,Standard,Moderate,9.60,10,44,7.96,18,Moderate Delay,65.07
TRIP209031,Windy,Standard,Severe,6.88,7,34,2.04,10,Severe Delay,49.51
TRIP202811,Clear,Express,Moderate,9.45,11,21,6.93,6,On Time,33.51
TRIP209562,Clear,Standard,Low,4.49,6,32,6.94,22,On Time,24.65
TRIP204734,Clear,Standard,Severe,7.29,4,26,2.44,14,On Time,45.31
TRIP204739,Rainy,Standard,High,5.28,3,37,10.53,19,Severe Delay,48.98
TRIP207078,Windy,Mini Bus,High,7.79,11,3,8.08,20,Moderate Delay,44.21
TRIP201127,Windy,Mini Bus,Moderate,4.79,6,28,2.86,11,On Time,37.44
TRIP209720,Clear,Mini Bus,Low,14.30,17,14,17.50,18,Moderate Delay,66.51
TRIP209050,Rainy,Standard,Severe,10.93,11,42,12.23,19,Severe Delay,91.66
TRIP208300,Clear,Mini Bus,High,8.52,10,27,7.66,10,On Time,48.70
TRIP200854,Foggy,Standard,Low,4.87,5,52,3.63,18,Severe Delay,32.85
TRIP208705,Clear,Standard,Moderate,11.51,11,34,9.10,21,On Time,54.94
TRIP209485,Clear,Standard,High,12.84,11,55,2.72,9,Severe Delay,85.48
TRIP209357,Clear,Standard,Low,5.62,10,34,10.73,23,On Time,22.55
TRIP205306,Rainy,Standard,Low,9.05,12,46,,18,Severe Delay,45.18
TRIP204920,Rainy,Standard,Moderate,14.20,14,32,1.34,8,Severe Delay,79.78
TRIP200635,Windy,Standard,High,6.45,3,32,6.68,14,On Time,39.48
TRIP207673,Clear,Standard,High,12.56,14,31,10.02,6,Moderate Delay,81.33
TRIP206900,Foggy,Standard,Low,25.14,24,50,1.57,22,Severe Delay,126.55
TRIP202284,Windy,Standard,Moderate,6.75,6,34,3.34,12,On Time,32.72
